Kinase	Substrate	Score
RPS6KA5	SRXN1	1.99
RPS6KA5	UHMK1	2.25
RPS6KA5	XPA	10.19
RPS6KA6	MBNL3	1.75
RPS6KB1	ARID3A	15.18
RPS6KB1	BAX	2.35
RPS6KB1	CAMKK1	15.18
RPS6KB1	CDCA7L	1.6
RPS6KB1	CTTN	15.83
RPS6KB1	DDEF2	12.49
RPS6KB1	DDEFL1	1.67
RPS6KB1	DOK1	3.68
RPS6KB1	EEF2K	100
RPS6KB1	EIF4B	6.54/100
RPS6KB1	EIF4ENIF1	20.02
RPS6KB1	FGFR1OP	2.84
RPS6KB1	FGR	3.68
RPS6KB1	FRAP1	100
RPS6KB1	HCLS1	34.92
RPS6KB1	HLCS	2.16
RPS6KB1	HNRPK	2.84
RPS6KB1	HSF1	15.18
RPS6KB1	IRF3	2.25
RPS6KB1	KLHL25	1.67
RPS6KB1	MDM2	15.18
RPS6KB1	NCBP2	2.47
RPS6KB1	NFATC3	15.18
RPS6KB1	NFATC4	15.18
RPS6KB1	NXF3	19.64
RPS6KB1	PHB2	20.02
RPS6KB1	POLDIP3	100
RPS6KB1	PPP1R8	34.92
RPS6KB1	PRKACA	15.18
RPS6KB1	RAB5B	4.57
RPS6KB1	RCHY1	2.25
RPS6KB1	SAFB2	2.25
RPS6KB1	SMARCE1	2.47
RPS6KB1	SRXN1	1.67
RPS6KB1	SYNJ2	2.84
RPS6KB1	TMSL3	1.67
RPS6KB1	TRIP6	2.84
RPS6KB1	YWHAE	11.13
RPS6KB2	ETS1	2.75
RPS6KB2	GNA12	6.8
RPS6KB2	HSPB1	100
RPS6KB2	KRT18	100
RPS6KB2	PRKACA	12.61
RPS6KL1	GRK5	1.84
RPS6KL1	SUFU	1.75
SCYL1	CSRP3	2.25
SCYL1	DGCR8	3.63
SCYL2	ANXA2	3.21
SCYL2	C19orf2	2.11
SCYL2	C21orf66	2.11
SCYL2	CDCA7L	1.6
SCYL2	CLIC1	26.74
SCYL2	CTTN	5.5
SCYL2	EIF4B	2.84
SCYL2	FAM110A	1.67
SCYL2	FGR	3.68
SCYL2	GAPDH	15.83
SCYL2	GSN	15.83
SCYL2	HLCS	1.67
SCYL2	HNRPK	2.84
SCYL2	HSPA1L	2
SCYL2	MAPK1	15.18
SCYL2	MBNL3	1.57
SCYL2	MDM2	15.18
SCYL2	NCALD	2.79
SCYL2	PKM2	15.83
SCYL2	RAB5C	4.57
SCYL2	TMSL3	1.67
SCYL2	UBB	15.18
SCYL2	UBTD2	1.67
SCYL2	YWHAE	15.83
SCYL2	YWHAH	15.83
SCYL3	CBL	1.72
SCYL3	TRIM26	1.67
SGK1	HCLS1	2.97
SGK1	MTA1	1.58
SGK2	PRKACA	12.84
SGK3	FIP1L1	2.75
SGK494	PPP2CA	1.99
SGK494	PRNP	1.84
SIK1	CBL	1.99
SIK1	CRK	1.99
SIK1	DDEF2	1.84
SIK1	KCNIP2	1.84
SIK1	ZYX	1.99
SNRK	CSRP3	2.28
SNRK	MTA1	3.18
SNRK	PHF17	4.27
SNRK	POLR3D	1.93
SNRK	RGS14	2.71
SNRK	RIPK3	1.74
SNRK	SOX10	50.32
SNRK	ZNF606	1.93
SRPK1	HLCS	1.99
SRPK1	HNRPK	4.26
SRPK1	MAPK7	4.26
SRPK1	MDFI	2.25
SRPK1	MDM2	2.25
SRPK1	MDM4	5.54
SRPK1	MLX	2.25
SRPK1	MTA1	2.97
SRPK1	NFATC4	1.58
SRPK1	NOL7	1.91
SRPK1	OTUD7B	2.25
SRPK1	PHB2	2.97
SRPK1	PPP1R13L	2.25
SRPK1	PRDM1	1.58
SRPK1	PRKACA	34.96
SRPK1	SFRS1	12507.74
SRPK1	STK16	4.26
SRPK2	BCL3	2.25
SRPK2	CAMKK1	2.25
SRPK2	COPS6	2.25
SRPK2	DDEF2	2.43
SRPK2	DDEFL1	1.99
SRPK2	DDX25	3.69
SRPK2	EIF4B	4.19
SRPK2	HIF1A	2.83
SRPK2	MAPK1	34.96
SRPK2	MBNL3	3.69
SRPK2	MDFI	2.25
SRPK2	MDM2	12.15
SRPK2	MGC10433	4.26
SRPK2	MTA1	2.21
SRPK2	NFATC4	2.25
SRPK2	PRKACA	2.25
SRPK2	PRKCD	2.21
SRPK2	RPS6KA2	2.25
SRPK2	SFRS1	5339.65
SRPK2	SFRS2	7.73
SRPK2	SMAD4	34.96
SRPK2	SOX10	2.25
SRPK2	UHMK1	2.91
SRPK2	ZCCHC8	4.26
SRPK2	ZRANB2	7.87
STK11	ADRBK1	18.54
STK11	BAD	18.88
STK11	BRSK1	100
STK11	BRSK2	100
STK11	CAMKK1	2.25
STK11	CHGB	3
STK11	HDLBP	4.35
STK11	KIAA0999	100
STK11	MARK1	100
STK11	MARK2	100
STK11	MARK3	100
STK11	MARK4	100
STK11	MELK	100
STK11	NEIL2	2.25
STK11	NUAK1	100
STK11	NUAK2	100
STK11	PFDN5	2.21
STK11	PRKAA1	100
STK11	RNF4	2.21
STK11	SAFB2	2.21
STK11	SMAD2	34.33
STK11	SNF1LK	100
STK11	SNF1LK2	100
STK11	SNRK	100
STK11	TAF10	2.25
STK11	TFE3	1.58
STK11	TRIM14	1.99
STK11	TRIP4	2.21
STK11	TSNAX	2.25
STK16	CBL	1.57
STK16	CHAF1B	1.9
STK16	CTBP1	16.61
STK16	EEF1D	1.57
STK16	EIF4H	10.22
STK16	IRF3	16.61
STK16	IRF5	3.62
STK16	MAPK1	12.84
STK16	NCBP2	6.32
STK16	NPM1	12.84
STK16	PFDN5	12.84
STK16	POP7	2.75
STK16	PPP1R8	16.93
STK16	PRKACA	12.84
STK16	PSMA6	12.84
STK16	RAN	29.53
STK16	RAP1A	6.68
STK16	RUVBL1	16.93
STK16	RUVBL2	16.61
STK16	SRF	3.62
STK16	TRIM24	12.84
STK16	TRIM28	3.62
STK16	VAMP3	1.57
STK16	VHL	1960.7
STK17A	ARID3A	5.22
STK17A	ARIH2	1.93
STK17A	ASCC1	1.61
STK17A	BCL3	5.31
STK17A	C11orf9	1.93
STK17A	C21orf66	5.31
STK17A	CAMK1D	5.31
STK17A	CAMKK1	1.85
STK17A	CBL	5.04
STK17A	CDK2AP1	5.31
STK17A	CHAF1B	5.31
STK17A	CSDC2	5.31
STK17A	CSRP3	3.74
STK17A	DAZAP1	6.88
STK17A	DDX39	2.5
STK17A	DNMT3A	5.31
STK17A	DUT	1.93
STK17A	EBF4	1.93
STK17A	EIF4A3	5.31
STK17A	EIF4H	1.61
STK17A	ELL3	1.93
STK17A	ENO1	5.04
STK17A	ERF	1.93
STK17A	EXOSC3	5.31
STK17A	FAM58A	1.93
STK17A	FIP1L1	1.93
STK17A	GATA3	2.5
STK17A	GPBP1	5.31
STK17A	GPBP1L1	1.93
STK17A	HIRIP3	1.9
STK17A	HMGN1	1.93
STK17A	IRF3	5.31
STK17A	IRF5	1.9
STK17A	JARID1D	1.93
STK17A	KHDRBS1	1.93
STK17A	KHDRBS2	1.93
STK17A	LAS1L	2.5
STK17A	LRRFIP1	7.01
STK17A	MAPKAPK3	5.22
STK17A	MBNL3	5.22
STK17A	MCM7	1.9
STK17A	MDM2	3.74
STK17A	MEOX1	1.93
STK17A	MLF2	5.31
STK17A	MLX	6.88
STK17A	MTA1	6.88
STK17A	NCBP2	2.55
STK17A	NCL	1.93
STK17A	NCOA4	1.93
STK17A	NEUROD4	2.5
STK17A	NIPBL	1.93
STK17A	NUP35	1.9
STK17A	PARK7	5.31
STK17A	PCBD1	3.74
STK17A	PCBP2	5.31
STK17A	PIR	1.93
STK17A	POLD4	2.55
STK17A	POLR1C	2.5
STK17A	POLR3K	2.5
STK17A	PPIE	2.55
STK17A	PPP1R13L	3.74
STK17A	PPP1R8	5.31
STK17A	PRPF8	2.55
STK17A	PSMA6	5.31
STK17A	PSPC1	12.23
STK17A	R3HDM2	1.9
STK17A	RAD23B	6.88
STK17A	RAN	6.88
STK17A	RBM17	2.55
STK17A	RCHY1	7.01
STK17A	RNASEH2C	1.93
STK17A	RPA2	2.55
STK17A	RPA4	1.93
STK17A	RUVBL1	5.31
STK17A	RUVBL2	5.31
STK17A	SAFB2	5.31
STK17A	SFRS2	2.55
STK17A	SLC4A1AP	5.31
STK17A	SMARCC2	1.9
STK17A	SMPX	3.74
STK17A	SNUPN	6.88
STK17A	SP100	4.45
STK17A	SPAG7	1.93
STK17A	SPEG	1.93
STK17A	SSX2	1.93
STK17A	STON1	3.74
STK17A	TBC1D22A	1.64
STK17A	TIA1	12.23
STK17A	TSC22D4	1.9
STK17A	TTRAP	2.55
STK17A	UBE2I	2.55
STK17A	UBE2V2	6.88
STK17A	UHMK1	6.88
STK17A	UTP18	1.93
STK17A	WHSC2	2.5
STK17A	XPA	1.93
STK17A	XPO1	5.31
STK17A	XRCC1	1.93
STK17A	XRCC4	1.93
STK17A	ZBTB4	2.55
STK17A	ZC3H7A	2.55
STK17A	ZFP36	5.22
STK17A	ZHX1	1.93
STK17A	ZMYM3	1.93
STK17A	ZNF160	1.9
STK17A	ZNF248	1.93
STK17A	ZNF345	2.5
STK17A	ZNF414	1.93
STK17A	ZNF765	1.93
STK17A	ZNF784	1.93
STK24	CSDE1	15.83
STK24	CTTN	15.83
STK24	DDEFL1	1.67
STK24	EIF4H	36.41
STK24	HLCS	1.67
STK24	HNRPH3	442.1
STK24	HTATIP	19.64
STK24	JAK2	3.68
STK24	KLHL25	1.67
STK24	MDFI	19.64
STK24	NEK6	15.18
STK24	STK38L	100
STK24	TDRD1	1.67
STK24	TFAM	3.75
STK24	TSN	20.02
STK25	DDEFL1	1.67
STK25	HLCS	1.67
STK25	PRKCD	15.18
STK25	VHL	15.18
STK3	EIF4ENIF1	1.58
STK3	HLCS	1.99
STK3	NEUROD1	1.58
STK3	NFATC4	1.58
STK3	PKM2	18.54
STK3	SMPX	3.69
STK3	UBL4B	1.99
STK3	VHL	2.91
STK3	WWTR1	2.91
STK33	CRK	1.99
STK36	AIRE	2.25
STK36	CRY1	2.97
STK36	HLCS	1.99
STK36	NEUROD1	1.58
STK36	NFATC4	2.25
STK36	UHMK1	2.25
STK38	CDCA5	1.58
STK38	CTTN	6.56
STK38	EIF4A3	2.21
STK38	HLCS	1.96
STK38	KLHL25	1.99
STK38	MAPK7	5.62
STK38	MDM2	24.59
STK38	MED28	2.25
STK38	MTA1	2.21
STK38	NFATC4	12.15
STK38	PPP1R13L	2.25
STK38	RAD23B	2.21
STK38L	CTTN	15.83
STK38L	EIF4B	3.68
STK38L	FGR	3.75
STK38L	MLX	2.25
STK38L	PRKCD	15.18
STK4	CAMKK1	12.15
STK4	COPS6	34.96
STK4	CRY1	2.91
STK4	EIF4B	5.62
STK4	HIST1H2BB	100
STK4	KLHL25	1.99
STK4	MBNL3	3.63
STK4	MDFI	2.91
STK4	MDM4	7.87
STK4	MTA1	34.33
STK4	NEUROD1	1.58
STK4	OTUD7B	2.25
STK4	PER1	2.25
STK4	PPP1R13L	24.59
STK4	RAD51	5.54
STK4	SMAD4	34.96
STK4	STK16	4.26
STK4	TRIM24	2.25
STK4	UHMK1	5.18
STK4	ZYX	66.38
STK40	HLCS	1.99
STK40	IRF3	2.25
STK40	MBNL3	3.69
STK40	MTA1	2.25
STK40	NEUROD1	2.25
STK40	PPP1R13L	2.25
STK40	PSMA6	2.25
STK40	RCHY1	2.25
STK40	RFC5	7.87
STYK1	ABI2	4.02
STYK1	CSRP3	7.49
STYK1	CTTN	3.95
STYK1	FRK	17.24
STYK1	GNA12	5.51
STYK1	MBNL3	7.36
STYK1	MLX	5.27
STYK1	MTA1	5.27
STYK1	OTUD7B	9.7
SYK	AK2	4.02
SYK	ARID3A	18.2
SYK	ASCC1	1.95
SYK	BCL3	18.2
SYK	BLNK	100
SYK	CARHSP1	22.91
SYK	CBL	100
SYK	CENTD2	1.95
SYK	CSDE1	30.21
SYK	CSNK1G2	3.39
SYK	CTTN	1238.14
SYK	DDEF2	62.44
SYK	DUSP3	100
SYK	EIF4H	1.91
SYK	ETF1	29.65
SYK	ETS1	2.68
SYK	FCGR2A	100
SYK	FCGR2C	100
SYK	FGR	637.7
SYK	FHL2	9.71
SYK	HCLS1	100
SYK	HLCS	2.38
SYK	HNRPK	3.11
SYK	ITGB3	100
SYK	KHDRBS2	2.68
SYK	LCP2	100
SYK	MAP4K1	100
SYK	MAPK12	16.11
SYK	MDM2	9.71
SYK	MED28	13.8
SYK	MLX	2.04
SYK	MTA1	13.8
SYK	NAP1L1	3.47
SYK	OTUD7B	17.86
SYK	PLCG1	100
SYK	PPP1R8	18.2
SYK	PRKAR1A	3.11
SYK	PRKCA	100
SYK	PSMA6	13.8
SYK	PSMC3	17.86
SYK	PTK2B	100
SYK	RBBP5	2.68
SYK	RPS6KA2	13.8
SYK	RUVBL2	13.8
SYK	RXRA	3.47
SYK	SHC1	100
SYK	SLC4A1	100
SYK	SLC4A1AP	13.55
SYK	SNCA	100
SYK	SRXN1	2.42
SYK	TRIM28	2.68
SYK	TRIP10	62.44
SYK	TTRAP	2.68
SYK	TYROBP	100
SYK	WWP1	3.05
SYK	ZYX	152.07
TBK1	ASCC1	2.35
TBK1	C21orf66	2.07
TBK1	CBL	20.28
TBK1	CERK	1.67
TBK1	CRY1	19.64
TBK1	CSDC2	1.6
TBK1	DDX25	1.57
TBK1	DNMT3A	20.02
TBK1	DOK1	2.84
TBK1	GNA12	5.91
TBK1	HADHB	2.84
TBK1	HDAC3	15.18
TBK1	HLCS	1.67
TBK1	HSPB1	5.28
TBK1	IRF3	2360.5/100
TBK1	IRF5	220.23
TBK1	MAPK1	20.02
TBK1	MDM2	10.68
TBK1	MTA1	19.64
TBK1	NEUROD1	10.68
TBK1	PPP1R13L	15.18
TBK1	PSPC1	19.64
TBK1	RCHY1	2.25
TBK1	RELA	100
TBK1	RIPK3	15.83
TBK1	RPA2	2.47
TBK1	RUVBL2	3054.93
TBK1	SMPX	1.6
TBK1	SRXN1	1.67
TBK1	STUB1	15.54
TBK1	SUMO4	2.84
TBK1	TMSL3	1.67
TBK1	VHL	14.91
TBK1	XPO1	15.18
TBK1	YWHAE	15.54
TBK1	YWHAH	15.83
TBK1	ZAP70	20.48
TESK2	CFL1	100
TESK2	CHEK1	3.24
TESK2	OTUD7B	4.19
TESK2	PINX1	4.39
TESK2	POLK	1.9
TESK2	PRKACA	2.28
TESK2	RPS6KA2	2.28
TESK2	RUVBL1	3.18
TESK2	TRIM24	3.24
TESK2	ZNF626	1.93
TESK2	ZYX	2.16
TGFBR2	ABI2	1.73
TGFBR2	AIRE	4.57
TGFBR2	AKT3	1.73
TGFBR2	ANKS1A	2.45
TGFBR2	ASCC1	2.41
TGFBR2	ASCC3	2.45
TGFBR2	BCL3	70.96
TGFBR2	BMX	49.28
TGFBR2	C13orf15	7.49
TGFBR2	C21orf66	9.7
TGFBR2	CAMKK1	4.57
TGFBR2	CBL	674.75
TGFBR2	CDC25A	9.14
TGFBR2	CKM	1.73
TGFBR2	CRK	674.75
TGFBR2	CRY1	4.57
TGFBR2	CSDC2	5.27
TGFBR2	CSDE1	3.23
TGFBR2	CSRP3	3.22
TGFBR2	CTTN	2.41
TGFBR2	DDEF2	8.89
TGFBR2	EIF4H	2.45
TGFBR2	ETF1	2.41
TGFBR2	FGR	11.83
TGFBR2	FHL1	4.57
TGFBR2	FHL2	70.96
TGFBR2	GPBP1	4.57
TGFBR2	HLCS	4.02
TGFBR2	HSF1	69.7
TGFBR2	HSPA2	3.18
TGFBR2	IRF3	93.59
TGFBR2	MAPK8	9.14
TGFBR2	MBNL3	7.49
TGFBR2	MDM2	49.92
TGFBR2	NANOS1	2.45
TGFBR2	NCAPG	4.57
TGFBR2	NEUROD1	4.57
TGFBR2	NFATC4	4.57
TGFBR2	NRIP2	3.22
TGFBR2	OTUD7B	4.57
TGFBR2	PHLDA2	4.02
TGFBR2	PKNOX1	4.49
TGFBR2	PPP1R13L	3.22
TGFBR2	PPP2R5D	4.57
TGFBR2	PRDM1	4.49
TGFBR2	PRMT8	3.36
TGFBR2	PSMA6	4.57
TGFBR2	PSMC3	4.57
TGFBR2	PSPC1	6.03
TGFBR2	RAB14	52.22
TGFBR2	RAD23B	4.49
TGFBR2	RCHY1	4.57
TGFBR2	RPS6KA2	4.57
TGFBR2	RUVBL1	49.92
TGFBR2	RUVBL2	70.96
TGFBR2	SAFB2	6.03
TGFBR2	SARS	2.41
TGFBR2	SMAD4	11036.1
TGFBR2	SMAD7	10839.88
TGFBR2	SMC3	4.57
TGFBR2	SNUPN	4.57
TGFBR2	SOX10	1.59
TGFBR2	SRA1	4.57
TGFBR2	SRXN1	4.02
TGFBR2	SUMO4	9.14
TGFBR2	TRIM24	49.92
TGFBR2	TRIP10	196.25
TGFBR2	TTF2	70.96
TGFBR2	UBE2A	9.14
TGFBR2	UBE2V2	4.49
TGFBR2	UHMK1	70.96
TGFBR2	VHL	70.96
TGFBR2	XPO1	4.57
TGFBR2	ZYX	44.29
TNK2	ABI2	2.41
TNK2	BCL3	70.96
TNK2	CAMK2A	9.14
TNK2	CAMKK1	4.57
TNK2	CHEK1	4.49
TNK2	CSNK1G2	50.22
TNK2	CTTN	38.08
TNK2	GNA12	4.35
TNK2	GRK5	12.64
TNK2	MBNL3	7.49
TNK2	MDFI	4.57
TNK2	MDM2	4.57
TNK2	MTA1	91.84
TNK2	OTUD7B	4.57
TNK2	PINX1	9.14
TNK2	PPP1R13L	3.22
TNK2	RET	9.14
TNK2	SRXN1	4.02
TNK2	UHMK1	4.57
TNK2	ZYX	32.98
TNNI3K	ANXA6	1.6
TNNI3K	ARID3A	2.25
TNNI3K	BAD	1.57
TNNI3K	BAX	1.6
TNNI3K	C13orf15	3.63
TNNI3K	C19orf2	3.69
TNNI3K	C21orf66	4.87
TNNI3K	CBL	10.02
TNNI3K	CCDC40	1.73
TNNI3K	CFL2	2.25
TNNI3K	CSDC2	2.6
TNNI3K	CTTN	18.54
TNNI3K	DAXX	2.97
TNNI3K	DDEFL1	2.58
TNNI3K	EIF4ENIF1	2.25
TNNI3K	FHL2	2.25
TNNI3K	GAS7	18.88
TNNI3K	HCLS1	46.1
TNNI3K	HLCS	1.99
TNNI3K	MBNL3	3.69
TNNI3K	MDFI	2.25
TNNI3K	MDM2	2.25
TNNI3K	NFATC3	2.91
TNNI3K	NPM1	2.97
TNNI3K	PCM1	1.57
TNNI3K	PPP1R13L	2.25
TNNI3K	PPP1R8	2.25
TNNI3K	PRDM10	1.91
TNNI3K	PSMA6	2.25
TNNI3K	PSMA8	3.69
TNNI3K	RCHY1	2.97
TNNI3K	RUVBL2	2.21
TNNI3K	SARS	1.6
TNNI3K	STIP1	2.25
TNNI3K	TAF10	2.97
TNNI3K	TBC1D22A	1.99
TNNI3K	TRIM24	2.25
TNNI3K	TRIP10	1.88
TNNI3K	TRIP6	4.26
TNNI3K	VHL	2.97
TNNI3K	ZYX	5.63
TRIB2	HLCS	1.64
TRIB3	BCL3	35.4
TRIB3	CAMKK1	50.32
TRIB3	COPS6	10128.65
TRIB3	EP400	17.99
TRIB3	LDOC1	18.32
TRIB3	LUZP1	2.5
TRIB3	MBNL3	5.31
TRIB3	NEUROD1	2.28
TRIB3	NFATC4	3.24
TRIB3	OTUD7B	3.24
TRIB3	PBX2	18.32
TRIB3	PPP2R1B	4.39
TRIB3	PRKCD	2.28
TRIB3	RUNX1T1	12.88
TRIB3	TSNAX	2.28
TRIB3	UHMK1	2.28
TRIB3	ZNF319	1.93
TRIB3	ZNF502	1.93
TRIB3	ZNF692	1.9
TRIB3	ZYX	3.07
TSSK2	HLCS	1.67
TTK	C21orf66	1.75
TTK	EIF2S1	1.9
TTK	RBBP5	2.75
TYK2	BCL3	16.93
TYK2	C21orf66	3.12
TYK2	DOK1	1.57
TYK2	EIF2AK2	1.57
TYK2	GNB2L1	100
TYK2	HCLS1	49.23
TYK2	HNRPK	1.57
TYK2	IFNAR1	100
TYK2	IL10RA	100
TYK2	IRF3	1.9
TYK2	MTA1	12.84
TYK2	NPM1	16.93
TYK2	PPP1R8	12.84
TYK2	SMARCC2	2.75
TYK2	TERF2IP	2.7
TYK2	YWHAE	7.75
TYK2	ZYX	18.86
TYRO3	BCL3	4.46
TYRO3	BMX	7.75
TYRO3	CBL	18.86
TYRO3	FGR	1.57
TYRO3	PLCG1	100
TYRO3	PRKCD	12.84
TYRO3	PRNP	2.58
TYRO3	ZAP70	7.75
UHMK1	BCL3	2.21
UHMK1	CDKN1B	100
UHMK1	CSRP3	1.58
UHMK1	HLCS	1.96
UHMK1	MBNL3	3.63
UHMK1	MBP	100
UHMK1	MDM4	7.73
UHMK1	NEUROD1	1.58
UHMK1	NFATC4	2.25
UHMK1	PPP1R13L	1.58
UHMK1	STON1	2.6
UHMK1	SYN1	100
UHMK1	UHMK1	14.16
UHMK1	XPO1	45.24
UHMK1	ZYX	4.35
ULK3	ZYX	1.99
VRK1	AIRE	3.18
VRK1	ATF2	100
VRK1	C11orf9	1.93
VRK1	CSRP3	2.28
VRK1	HSFX1	1.93
VRK1	JUN	100
VRK1	NEUROD1	2.28
VRK1	NFATC4	2.28
VRK1	TOX	1.9
VRK1	XRCC1	18.32
VRK3	DAZAP1	7.01
VRK3	EZH1	1.9
VRK3	FEV	1.93
VRK3	HSFX1	1.93
VRK3	NOL7	1.93
VRK3	OLIG3	1.93
VRK3	SMUG1	1.93
VRK3	ZIC4	1.9
VRK3	ZNF414	1.93
WEE1	APITD1	1.93
WEE1	BCL3	2.28
WEE1	BRSK2	682.66
WEE1	C14orf106	1.93
WEE1	C19orf40	1.9
WEE1	CAMK1D	3.24
WEE1	CAMKK1	17.49
WEE1	CBL	47.71
WEE1	CDC2	100
WEE1	CDK2AP1	50.32
WEE1	CSDC2	3.74
WEE1	CSRP3	2.28
WEE1	CTTN	4.09
WEE1	DDX39	1.56
WEE1	DDX4	3.24
WEE1	EIF4A3	4.27
WEE1	EIF4B	5.68
WEE1	EIF4ENIF1	65.13
WEE1	ENO1	61.74
WEE1	ETS1	12.88
WEE1	EVX1	1.93
WEE1	HCLS1	50.32
WEE1	HNRPK	4.39
WEE1	HSFX1	1.93
WEE1	IRF3	3.18
WEE1	KHDRBS1	24.16
WEE1	LIG1	42.14
WEE1	MBNL3	5.31
WEE1	MCM2	18.32
WEE1	MDM2	35.4
WEE1	MDM4	18.32
WEE1	METTL3	2.5
WEE1	MLX	3.24
WEE1	MTA1	4.27
WEE1	NFATC4	50.32
WEE1	NOC2L	1.56
WEE1	NUP107	2.71
WEE1	NUP133	2.71
WEE1	OTUD7B	4.19
WEE1	PHB2	4.27
WEE1	PKM2	11.55
WEE1	PPP1R13L	3.24
WEE1	PPP1R8	50.32
WEE1	PRKAR1A	3.09
WEE1	PSMC3	4.27
WEE1	PSPC1	3.24
WEE1	RBM17	1.56
WEE1	RPA2	23.71
WEE1	RUVBL2	50.32
WEE1	S100A11	2.28
WEE1	SF3B1	17.99
WEE1	SFRS1	50.32
WEE1	SMAD4	50.32
WEE1	SMAD7	50.32
WEE1	SNRP70	23.71
WEE1	SNUPN	4.19
WEE1	SUHW4	1.93
WEE1	TAGLN2	4.31
WEE1	TSC22D4	18.32
WEE1	UBB	50.32
WEE1	VHL	50.32
WEE1	XRCC1	23.71
WEE1	XRCC4	17.99
WEE1	ZAP70	8.27
WEE1	ZBTB4	1.93
WEE1	ZHX1	18.32
WEE1	ZIC4	1.93
WEE1	ZMYM3	2.5
WEE1	ZNF671	1.9
WEE1	ZYX	3.07
WNK1	ANKS1A	18.88
WNK1	DDEFL1	1.99
WNK1	HLCS	1.96
WNK1	MAPK1	2.25
WNK1	NEUROD1	1.58
WNK1	NFATC4	2.25
WNK1	OXSR1	100
WNK1	PPP2R5D	2.91
WNK1	PRKCD	34.96
WNK1	RPS6KA2	2.25
WNK1	STK39	100
WNK1	SUFU	2.25
WNK1	VHL	1.58
WNK1	ZYX	4.35
YES1	CBL	20.28/100
YES1	CTTN	15.83
YES1	DDEFL1	1.67
YES1	ENO1	1.69
YES1	FYN	710.56
YES1	G3BP1	20.28
YES1	GSN	15.54
YES1	HLCS	1.67
YES1	HSPA8	15.54
YES1	MAPK1	15.18
YES1	MBNL3	1.6
YES1	MSN	12.27
YES1	NPM1	15.18
YES1	NUDT4	1.67
YES1	PKM2	15.83
YES1	PRKAR1A	2.84
YES1	RAP1A	4.57
YES1	RELA	14.91
YES1	S100A11	19.64
YES1	SMAD4	14.91
YES1	SRXN1	1.67
YES1	TBC1D22A	1.67
YES1	TRIM29	15.83
YES1	TXN	15.83
YES1	UBB	15.18
YES1	UBTD2	1.67
YES1	YWHAH	15.83
YES1	YWHAZ	15.54
YSK4	SUFU	1.75
YSK4	TRIP10	1.84
ZAP70	ABI2	15.83
ZAP70	BCL3	10.68
ZAP70	CRY1	15.18
ZAP70	CTTN	5.5
ZAP70	DBNL	100
ZAP70	DUSP3	100
ZAP70	EPHB3	2.84
ZAP70	FGR	2.84
ZAP70	GAB2	100
ZAP70	HLCS	1.64
ZAP70	LCP2	100
ZAP70	MAPK14	100
ZAP70	MBNL3	1.6
ZAP70	MTA1	14.91
ZAP70	PRKACA	15.18
ZAP70	SH2B3	100
ZAP70	SHC1	100
ZAP70	TRAT1	6.03
ZAP70	WWP1	2.84
